citábel,  , a ,citable ,
citable,  , a ,citábel ,
cítara,  , f ,cítola ,
cítola,  , f ,cítara ,
civilizábel,  , a ,civilizable ,
civilizable,  , a ,civilizábel ,
cizalla,  , f ,cisalla ,
cizaña,  , f ,discordia> xoio> ,
cizoiro,  , m ,cidoiro ,
Cl,  , sb ,cloro ,
clarificábel,  , a ,clarificable ,
clarificable,  , a ,clarificábel ,
clasificábel,  , a ,clasificable ,
clasificable,  , a ,clasificábel ,
clavecín,  , m ,clavicémbalo ,
clavecinista,  , s ,clavicembalista ,
clavicembalista,  , s ,clavecinista ,
clavicémbalo,  , m ,clavecín ,
cliché,  , m ,clixé=> ,
clor-,  , pref ,cloro- ,gr 'verde'
cloro-,  , pref ,clor- ,gr 'verde'
Cm,  , sb ,curie ,
Co,  , sb ,cobalto ,
coadoiro,  , m ,coador ,
coador,  , m ,coadoiro ,
coagulábel,  , a ,coagulable ,
coagulable,  , a ,coagulábel ,
coallar,  , t i pr ,callar> ,
coañar,  , t ,cañar ,
coaño,  , m ,caño ,
cobarde,  , a s ,covarde> ,
cobardemente,  , av ,covardemente> ,
cobardía,  , f ,covardía> ,
cobizábel,  , a ,cobizable ,
cobizable,  , a ,cobizábel ,
cobrábel,  , a ,cobrable ,
cobrable,  , a ,cobrábel ,
cobramento,  , m ,cobro ,
cóbrega,  , f ,cobra1 ,
cobro,  , m ,cobramento ,
cocadura,  , f ,crocadura ,
cocar,  , t pr ,crocar ,
cochaino, cochaina , a ,zurdo ,
cóchegas,  , fpl ,cachogas celigras coscas cóxegas deligras ,
cochinada,  , f ,cochada> ,
cochino, cochina , a s ,cocho1> ,
cochorra,  , f ,cochosa cotrosa merlo ,
cochorro,  , m ,cocho3 ,
cochosa,  , f ,cochorra cotrosa merlo ,
cocodrilo,  , m ,crocodilo> ,
cocorar,  , i ,acocorar=> ,
cocorote,  , m ,cocote=> ,
cocote,  , m ,couquizo ,
codecha,  , f ,codela codelo ,
codela,  , f ,codecha codelo ,
codelo,  , m ,codecha codela ,
codesal,  , m ,codeseira ,
codeseira,  , f ,codesal ,
codificábel,  , a ,codificable ,
codificable,  , a ,codificábel ,
codorna,  , f ,paspallás=> ,
codorniz,  , f ,paspallás=> ,
codorno,  , m ,cadorneira cadorno ,
coeiro,  , m ,couceiro coiñeiro ,
coella1,  , f ,coia1 col ,verza
coella2,  , f ,coenlla ,coenllo
coelleira,  , f ,coenlleira ,
coelleiro, coelleira , a ,coenlleiro ,
coello, coella , s ,coenllo ,
coenlla,  , f ,coella2 ,
coenlleira,  , f ,coelleira ,
coenlleiro, coenlleira , a ,coelleiro ,
coenllo,  , m ,coello ,
coercíbel,  , a ,coercible ,
coercible,  , a ,coercíbel ,
cofar,  , t i pr ,cofear cozar ,
cofear,  , t i pr ,cofar cozar ,
cofrade, cofrada , s ,confrade> ,
cofradía,  , f ,confraría> ,
cognoscíbel,  , a ,cognoscible ,
cognoscible,  , a ,cognoscíbel ,
cogote,  , m ,cocote> ,
cogula,  , f ,cugula=> ,
coia1,  , f ,coella1 col ,verza
coia2,  , f ,caguña carabuña caroa croia garouba gouña ,
coial,  , m ,coído coieira coiñal coiñeira croieira ,coio
coído,  , m ,coial coieira coiñal coiñeira croieira ,
coieira,  , f ,coial coído coiñal coiñeira croieira ,
coiñal,  , m ,coial coído coieira coiñeira croieira ,
coiñar,  , i ,cuiñar> ,
coincar,  , i ,cuincar> ,facer coín
coiñeira,  , f ,coial coieira coído coiñal croieira ,
coiñeiro,  , m ,coeiro couceiro ,
coio,  , m ,croio ,
coita2,  , f ,coitío ,terra
coitelaría,  , f ,coitelería ,
coitelería,  , f ,coitelaría ,
coitío,  , m ,coita2 ,
col,  , f ,coella1 coia1 ,
colar1,  , t ,encolar ,
colchete,  , m ,corchete> ,
colchoaría,  , f ,colchoería ,
colchoería,  , f ,colchoaría ,
colear2,  , t ,acoletar ,
coleiro2,  , m ,coeiro=> ,
coletazo,  , m ,rabexada> ,
coletilla,  , f ,apostila> engadido> ,
coliga,  , f ,caluga ,
collarín,  , m ,colariño> ,
colledoira,  , f ,fuste peteladoira ,
colleitizo,  , m ,collizo ,
collizo,  , m ,colleitizo ,
colma,  , f ,colmado ,
colmaceiro, colmaceira , a ,colmeiro colmo2 ,
colmado,  , m ,colma ,
colmea,  , f ,covo1 ,
colmo2, colma , a ,colmaceiro colmeiro ,
color,  , f ,cor ,
cólquico,  , m ,quitamerendas tollemerendas ,
columpio,  , m ,bambán carriola randeeira ,
comadroa,  , f ,parteira ,
comareiro,  , m ,arró arroleiro cómaro cómbaro ,
cómaro,  , m ,arró arroleiro comareiro cómbaro ,
cómbaro,  , m ,arró arroleiro comareiro cómaro ,
combinábel,  , a ,combinable ,
combinable,  , a ,combinábel ,
combustíbel,  , a m ,combustible ,
combustible,  , a m ,combustíbel ,
comechón,  , f ,comechume comichón comicio2 ,
comechume,  , m ,comechón comichón comicio2 ,
comentario,  , m ,comento ,
comento,  , m ,comentario ,
comenzar,  , t i ,comezar=> ,
comenzo,  , m ,comezo=> ,
comerciábel,  , a ,comerciable ,
comerciable,  , a ,comerciábel ,
comestíbel,  , a m ,comestible ,
comestible,  , a m ,comestíbel ,
comíbel,  , a ,comible ,
comible,  , a ,comíbel ,
comichón,  , f ,comechón comechume comicio2 ,
comicio2,  , m ,comechón comechume comichón ,comer
compacidade,  , f ,compactidade=> ,
comparábel,  , a ,comparable ,
comparable,  , a ,comparábel ,
comparadoa,  , lpp ,comparado con comparante a comparante con ,
comparadocon,  , lpp ,comparado a comparante a comparante con ,
comparantea,  , lpp ,comparado a comparado con comparante con ,
comparantecon,  , lpp ,comparado a comparado con comparante a ,
compasíbel,  , a ,compasible ,
compasible,  , a ,compasíbel ,
compatíbel,  , a ,compatible ,
compatible,  , a ,compatíbel ,
compensábel,  , a ,compensable ,
compensable,  , a ,compensábel ,
compoñedor, compoñedora , s ,compostor ,
compoñer,  , t pr ,compor ,
compor,  , t pr ,compoñer ,
compostelán, compostelá , a s ,santiagués ,
comprábel,  , a ,comprable ,
comprable,  , a ,comprábel ,
comprensíbel,  , a ,comprensible ,
comprensibelmente,  , av ,comprensiblemente ,
comprensible,  , a ,comprensíbel ,
comprensiblemente,  , av ,comprensibelmente ,
compresíbel,  , a ,comprimible ,
compresible,  , a ,comprimíbel ,
comprimíbel,  , a ,compresible ,
comprimible,  , a ,compresíbel ,
comprobábel,  , a ,comprobable ,
comprobable,  , a ,comprobábel ,
computábel,  , a ,computable ,
computable,  , a ,computábel ,
comulgar,  , i ,comungar> ,
comunicábel,  , a ,comunicable ,
comunicable,  , a ,comunicábel ,
comunión,  , f ,comuñón> ,
cona,  , f ,cono ,
conca,  , f ,cunca ,
concada,  , f ,cuncada ,
concebir,  , t i ,concibir> ,
concellaría,  , f ,concellería ,
concellería,  , f ,concellaría ,
concha,  , f ,cónchega cuncha ,
conchado, conchada , a ,cunchado ,
cónchega,  , f ,concha cuncha ,
concheiro1, concheira , a s ,cuncheiro ,
concheiro2,  , m ,coucheira croucheira ,
conchelo,  , m ,couselo ,
concho,  , m ,cuncho coucho croucho ,
conciliábel,  , a ,conciliable ,
conciliable,  , a ,conciliábel ,
conco,  , m ,cunco ,
concupiscíbel,  , a ,concupiscible ,
concupiscible,  , a ,concupiscíbel ,
condanar,  , t pr ,condenar=> ,
condenábel,  , a ,condenable ,
condenable,  , a ,condenábel ,
condensábel,  , a ,condensable ,
condensable,  , a ,condensábel ,
condestábel,  , m ,condestable ,
condestable,  , m ,condestábel ,
condonábel,  , a ,condonable ,
condonable,  , a ,condonábel ,
condr-,  , pref ,condro- ,gr 'cartilaxe'
condro-,  , pref ,condr- ,gr 'cartilaxe'
condutíbel,  , a ,condutible ,
condutible,  , a ,condutíbel ,
coñecíbel,  , a ,coñecible ,
coñecible,  , a ,coñecíbel ,
conectábel,  , a ,conectable ,
conectable,  , a ,conectábel ,
confeitaría,  , f ,confeitería ,
confeitería,  , f ,confeitaría ,
confesábel,  , a ,confesable ,
confesable,  , a ,confesábel ,
confirmábel,  , a ,confirmable ,
confirmable,  , a ,confirmábel ,
confiscábel,  , a ,confiscable ,
confiscable,  , a ,confiscábel ,
confite,  , m ,confeito> ,
confortábel,  , a ,confortable ,
confortabelmente,  , av ,confortablemente ,
confortable,  , a ,confortábel ,
confortablemente,  , av ,confortabelmente ,
confundíbel,  , a ,confundible ,
confundible,  , a ,confundíbel ,
confutábel,  , a ,confutable ,
confutable,  , a ,confutábel ,
conmemorábel,  , a ,conmemorable ,
conmemorable,  , a ,conmemorábel ,
conmensurábel,  , a ,conmensurable ,
conmensurable,  , a ,conmensurábel ,
conminar,  , t ,cominar=> ,
conmovíbel,  , a ,conmovible ,
conmovible,  , a ,conmovíbel ,
conmutábel,  , a ,conmutable ,
conmutable,  , a ,conmutábel ,
connivencia,  , f ,conivencia=> ,
cono1,  , m ,cona ,
conqueiro,  , m ,cunqueiro ,
conquerer,  , t ,conquistar> ,
conquistábel,  , a ,conquistable ,
conquistable,  , a ,conquistábel ,
conrobra,  , f ,corrobra=> ,
conseguíbel,  , a ,conseguible ,
conseguible,  , a ,conseguíbel ,
consellar,  , t pr ,aconsellar ,
consellaría,  , f ,consellería ,
consellería,  , f ,consellaría ,
conservábel,  , a ,conservable ,
conservable,  , a ,conservábel ,
conserxaría,  , f ,conserxería ,
conserxería,  , f ,conserxaría ,
considerábel,  , a ,considerable ,
considerabelmente,  , av ,considerablemente ,
considerable,  , a ,considerábel ,
considerablemente,  , av ,considerabelmente ,
consolábel,  , a ,consolable ,
consolable,  , a ,consolábel ,
consolidábel,  , a ,consolidable ,
consolidable,  , a ,consolidábel ,
construíbel,  , a ,construíble ,
construíble,  , a ,construíbel ,
consumíbel,  , a ,consumible ,
consumible,  , a ,consumíbel ,
contábel,  , a s ,contable ,
contable,  , a s ,contábel ,
"contado,de",  , lav ,decontado ,
contentábel,  , a ,contentable ,
contentable,  , a ,contentábel ,
contestábel,  , a ,contestable ,
contestable,  , a ,contestábel ,
"contino,de",  , lav ,decontino> ,
continuábel,  , a ,continuable ,
continuable,  , a ,continuábel ,
contraíbel,  , a ,contraíble ,
contraíble,  , a ,contraíbel ,
contrapoñer,  , t pr ,contrapor ,
contrapor,  , t pr ,contrapoñer ,
contraseña,  , f ,contrasinal> ,
contrasenso,  , m ,contrasentido ,
contrasentido,  , m ,contrasenso ,
contrastábel,  , a ,contrastable ,
contrastable,  , a ,contrastábel ,
controlábel,  , a ,controlable ,
controlable,  , a ,controlábel ,
controvertíbel,  , a ,controvertible ,
controvertible,  , a ,controvertíbel ,
convencíbel,  , a ,convencible ,
convencible,  , a ,convencíbel ,
convertíbel,  , a ,convertible ,
convertible,  , a ,convertíbel ,
convido, convida , pt ,convindo ,convir
convindo, convinda , pt ,convido ,convir
conxa,  , f ,coxa> ,
conxecturábel,  , a ,conxecturable ,
conxecturable,  , a ,conxecturábel ,
conxugábel,  , a ,conxugable ,
conxugable,  , a ,conxugábel ,
conxuro,  , m ,esconxuro ,
coordinábel,  , a ,coordinable ,
coordinable,  , a ,coordinábel ,
copiábel,  , a ,copiable ,
copiable,  , a ,copiábel ,
coque1,  , m ,croque1 ,
cor,  , f ,color ,
cora,  , f ,core ,
corán,  , m ,alcorán ,
corbata,  , f ,gravata> ,
corbeta,  , f ,corveta> ,
corcho,  , m ,cortiza> ,
cordeiro1, cordeira , s ,año ,
cordoaría,  , f ,cordoería ,
cordoería,  , f ,cordoaría ,
core,  , f ,cora ,
corgo,  , m ,córrago ,
corisco,  , m ,calistro ,
cornabude,  , m ,escornacabras terebinto ,
cornella,  , f ,vaxa ,
cornetán,  , m ,vacaloura ,
cornizó,  , m ,caruncho dentón ,
corondollo,  , m ,colondrollo> ,
corra,  , f ,corre ,
corrada,  , f ,currada> ,
córrago,  , m ,corgo ,
corral,  , m ,curral> ,
corre,  , f ,corra ,
corredío, corredía , a ,corredizo ,
corredizo, corrediza , a ,corredío ,
corresponsal,  , s ,correspondente> ,
corripa,  , f ,oriceira ouriceira peteleira ,
corrixíbel,  , a ,corrixible ,
corrixible,  , a ,corrixíbel ,
corro,  , m ,curro=> ,
corrompíbel,  , a ,corrompible ,
corrompible,  , a ,corrompíbel ,
corruptíbel,  , a ,corruptible ,
corruptible,  , a ,corruptíbel ,
cortábel,  , a ,cortable ,
cortable,  , a ,cortábel ,
cortaferro,  , m ,cortafrío ,
cortafrío,  , m ,cortaferro ,
cortaúñas,  , m ,cortaúnllas ,
cortaúnllas,  , m ,cortaúñas ,
corto, corta , a ,curto=> ,
corucho,  , m ,curucho=> ,
coruñés, coruñesa , a s ,herculino ,A Coruña
coruto,  , m ,curuto> ,
coruxa,  , f ,curuxa> ,
coscas,  , fpl ,cachogas celigras cóchegas cóxegas deligras ,
costar,  , t i ,custar> ,
costelar,  , m ,costeleiro ,
costeleiro,  , m ,costelar ,
cotar,  , t ,cotenar ,turrar coa cabeza
"cote,de",  , lav ,decote> ,
cotear,  , t ,cotexar1 ,
cotelada,  , f ,cotenada ,
cotelear,  , i ,toquenear ,
coteleo,  , m ,toqueneo ,
cotellón,  , m ,cadabullo cadullo cotillón2 coudullo ,terrón
cotelo,  , m ,cotomelo cotobelo ,
cotenada,  , f ,cotelada ,
cotenar,  , t ,cotar ,turrar coa cabeza
coteno2, cotena , a ,coto3 toco3 toqueno ,
cotexábel,  , a ,cotexable ,
cotexable,  , a ,cotexábel ,
cotexar1,  , t ,cotear ,
cotifar,  , t i ,cutifar ,
cotillón2,  , m ,cadabullo cadullo cotellón coudullo ,terrón
"cotío,a",  , lav ,acotío> ,
"cotío,de",  , lav ,decotío> ,
cotizábel,  , a ,cotizable ,
cotizable,  , a ,cotizábel ,
coto1,  , m ,toco1 coza1 cozo ,
coto3, cota , a ,coteno2 toco3 toqueno ,
cotobelo,  , m ,cotelo cotomelo ,
cotomelo,  , m ,cotelo cotobelo ,
cotote,  , m ,cocote=> ,
cotovía,  , f ,cotrola curucheira ,
cotrola,  , f ,cotovía curucheira ,
cotrosa,  , f ,cochorra cochosa merlo ,
cotroso, cotrosa , a ,cutre ,
couceiro,  , m ,coeiro coiñeiro ,
coucheira,  , f ,concheiro2 croucheira ,
coucho,  , m ,concho croucho cuncho ,
coucillón,  , m ,coucón ,
coucón,  , m ,coucillón ,
coudullar,  , t ,acadullar cadabullar cadullar ,
coudullo,  , m ,cadabullo cadullo cotellón cotillón2 ,
couquizo,  , m ,cocote ,
courelán, courelá , a s ,courelao ,O Courel
courelao, courelá , a s ,courelán ,O Courel
couselo1,  , m ,conchelo ,
couza,  , f ,traza1 ,
couzón,  , m ,guiceiro ,
cóxegas,  , fpl ,cachogas celigras cóchegas coscas deligras ,
coxeira,  , f ,coxén ,
coxén,  , f ,coxeira ,
coxigón,  , m ,coxote ,
coxillo,  , m ,coxo2 ,
coxo2,  , m ,coxillo ,
coxote,  , m ,coxigón ,
coza1,  , f ,coto1 cozo toco1 ,
cozar,  , i pr ,cofar cofear ,
cozo,  , m ,coza1 coto1 toco1 ,
Cr,  , sb ,cromo ,
crabaliza,  , f ,carbaliza ,
creba,  , f ,quebra ,
crebacabezas,  , m ,quebracabezas ,
crebadizo, crebadiza , a ,quebradizo ,
crebado, crebada , a s ,quebrado ,
crebadura,  , f ,quebradura ,
crebafolgas,  , s ,quebrafolgas ,cast 'esquirol'
crebanoces,  , m ,escachanoces quebranoces ,
crebar,  , t i pr ,quebrar ,
crebaxeos,  , m ,quebraxeos ,
crecha,  , f ,crencha ,
crecho, crecha , a s ,crencho ,
crencha,  , f ,crecha ,
crencho, crencha , a s ,crecho ,
"crequenas,de",  , lav ,"crequenas, en ",
"crequenas,en",  , lav ,"crequenas, de ",
cresta,  , f ,crista> ,
críbel,  , a ,crible ,
crible,  , a ,críbel ,
cript-,  , pref ,cripto- ,gr 'oculto'
cripto-,  , pref ,cript- ,gr 'oculto'
cris-,  , pref ,criso- ,gr 'ouro'
criso-,  , pref ,cris- ,gr 'ouro'
cristalaría,  , f ,cristalería ,
cristalería,  , f ,cristalaría ,
cristalizábel,  , a ,cristalizable ,
cristalizable,  , a ,cristalizábel ,
criticábel,  , a ,criticable ,
criticable,  , a ,criticábel ,
crocadura,  , f ,cocadura ,
crocar,  , t pr ,cocar ,
croia,  , f ,caguña carabuña caroa coia2 garouba gouña ,
croial,  , m ,coial ,
croieira,  , f ,coial coído coieira coiñal coiñeira ,
croio,  , m ,coio ,
cromo2,  , m ,cromolitografía ,
cromolitografía,  , f ,cromo2 ,
croque1,  , m ,coque1 ,
croque2,  , m ,abeluria borleta estalote estraloque milicroque sanxoán ,
croquis,  , m ,esbozo>... ,
croucheira,  , f ,concheiro2 coucheira ,
croucho,  , m ,concho coucho cuncho ,
cru2,  , m ,crup> ,
cruce,  , m ,cruzamento> ,
crucel,  , m ,cume cumio ,
cruñar,  , t ,cuñar=> ,
cruño,  , m ,cuño=> ,
crup,  , m ,garrotillo ,ing croup
Cs,  , sb ,cesio ,
Cu,  , sb ,cobre ,
cu2,  , m ,que u> ,letra
cuaderna,  , f ,caderna> ,
cuadr-,  , pref ,cuadri- cuadru- ,lat 'catro'
cuadri-,  , pref ,cuadr- cuadru- ,lat 'catro'
cuadru-,  , pref ,cuadr- cuadri- ,lat 'catro'
cuádruple,  , a ,cuádruplo> ,
cualidade,  , f ,calidade=> ,
cualificábel,  , a ,cualificable ,
cualificable,  , a ,cualificábel ,
cuallar,  , t i pr ,callar> coallar> ,
cuaño,  , m ,caño> coaño> ,
cuantía,  , f ,contía> ,
cuartana,  , af f ,cuartá> ,
cuarteleiro,  , a m ,cuarteleira ,
cuatri-,  , pref ,cuadri-> ,lat 'catro'
cubilete,  , m ,gobelete> ,
cucho, cucha , s ,cuxo1 pucho2 ,
cuchocarneiro,  , m ,pinchacarneiro ,
cucurucho,  , m ,cornete> ,
cuestionábel,  , a ,cuestionable ,
cuestionable,  , a ,cuestionábel ,
cuidar,  , t i pr ,coidar=> ,
cuiñar,  , i ,cuincar caiñar ,
cuincar,  , i ,caiñar cuiñar ,
cuitar,  , t ,estercar ,
cuito,  , m ,esterco ,
culeiro,  , m ,coleiro> ,
cullar,  , f ,culler=> ,
cullarapo,  , m ,cágado cullareto ,
cullareto,  , m ,cágado cullarapo ,
culombio,  , m ,coulomb=> ,
culpábel,  , a s ,culpable ,
culpable,  , a s ,culpábel ,
cultivábel,  , a ,cultivable ,
cultivable,  , a ,cultivábel ,
cume,  , m ,crucel cumio ,
cumio,  , m ,crucel cume ,
cunca,  , f ,conca ,
cuncada,  , f ,concada ,
cuncha,  , f ,concha cónchega ,
cunchado, cunchada , a ,conchado ,
cuncheiro, cuncheira , a s ,concheiro ,
cuncho,  , m ,concho coucho croucho ,
cunco,  , m ,conco ,
cunqueiro,  , m ,conqueiro ,
cupo,  , m ,cota3> ,cast 'cupo'
cupri-,  , pref ,cupro- ,lat 'cobre'
cupro-,  , pref ,cupri- ,lat 'cobre'
curábel,  , a ,curable ,
curable,  , a ,curábel ,
curricán,  , m ,corricán> ,
currucho,  , m ,currullo curruncho recullo recuncho ,
currullo,  , m ,currucho curruncho recullo recuncho ,
curruncho,  , m ,currucho currullo recullo recuncho ,
curubelo,  , m ,corbelo=> ,
curucheira,  , f ,cotovía cotrola ,
curucho,  , m ,curuto ,
curuto,  , m ,curucho ,
cuspe,  , m ,chuspe cuspia ,
cuspia,  , f ,chuspe cuspe ,
cuspido, cuspida , a ,xarado ,
cuspiñeiro,  , m ,pescuño ,
cuspir,  , t i ,chuspir ,
cutifar,  , t i ,cotifar ,
cutre,  , a ,cotroso ,
cutrillón,  , m ,cotellón> ,
cutuluvía,  , f ,cotovía> ,
cuxa,  , f ,coxa=> ,
cuxillo,  , m ,coxillo> ,
cuxo1, cuxa , s ,cucho pucho ,
cuxote,  , m ,coxote=> ,
D,  , sb ,deuterio ,
dabondo,  , av ,abondo ,
daquelo,  , cont ,daquilo> ,de2(pp)+aquelo(p)
darredor,  , av ,arredor1=> ,
datábel,  , a ,datable ,
datable,  , a ,datábel ,
dB,  , sb ,decibel ,
deádego,  , m ,deado ,
deado,  , m ,deádego ,
debadoira,  , f ,debandoira ,
debaer,  , t ,desentretiñar desingrir esgodar ,
debagutar,  , i ,destelar ,
debandoira,  , f ,debadoira ,
debecer,  , i ,devecer> ,
deborcar,  , t ,debrocar> ,
deboucar,  , t ,demoucar> ,
decer,  , t i ,dicir=> ,
decibelio,  , m ,decibel=> ,
decir,  , t i ,dicir> ,
declarábel,  , a ,declarable ,
declarable,  , a ,declarábel ,
declinábel,  , a ,declinable ,
declinable,  , a ,declinábel ,
decomisar,  , t ,comisar> ,
decomiso,  , m ,comiso> ,
decota,  , f ,demouca desmoucha esmouca ,
decotar,  , t ,demoucar desmouchar esmoucar ,
decotío,  , av ,acotío ,
dediante,  , av ,diante=> ,
defectíbel,  , a ,defectible ,
defectible,  , a ,defectíbel ,
defendíbel,  , a ,defendible ,
defendible,  , a ,defendíbel ,
definíbel,  , a ,definible ,
definible,  , a ,definíbel ,
deformábel,  , a ,deformable ,
deformable,  , a ,deformábel ,
degaro,  , m ,baguto destelo restrelo2 ,
degoado, degoada , a ,agoadizo ,
degoar,  , t pr ,agoar ,
degoiro,  , m ,degoro ,
degorado, degorada , a ,gorón ,
degoro,  , m ,degoiro ,
degraer,  , t i ,degrañar ,
degrañar,  , t i ,degraer ,
degresa,  , f ,degreta grecha greta ,
degresar,  , i pr ,agretar degretar ,
degreta,  , f ,degresa grecha greta ,
degretar,  , i pr ,agretar degresar ,
delatábel,  , a ,delatable ,
delatable,  , a ,delatábel ,
delébel,  , a ,deleble ,
deleble,  , a ,delébel ,
deleitábel,  , a ,deleitable ,
deleitable,  , a ,deleitábel ,
deletrear,  , t ,soletrear ,
delfín,  , m ,golfiño ,
deligras,  , fpl ,cachogas celigras cóchegas coscas cóxegas ,
delitivo, delitiva , a ,delituoso=> ,
deloirar,  , t i ,delourar=> ,
demais1,  , p ,máis2 ,
demais2,  , av ,de máis> ,
demisión,  , f ,dimisión> ,
demisionario, demisionaria , a ,dimisionario> ,
demitir,  , t i ,dimitir> ,
demo,  , m ,demoño ,
demoño,  , m ,demo ,
demostrábel,  , a ,demostrable ,
demostrable,  , a ,demostrábel ,
demouca,  , f ,decota desmoucha esmouca ,
demoucar,  , t ,decotar desmouchar esmoucar ,
dende,  , pp ,desde ,
denociña,  , f ,donicela=> doniña=> ,
dentar,  , i ,endentecer ,
denticulado, denticulada , a ,denticular ,
denticular,  , a ,denticulado ,
dentón,  , m ,caruncho cornizó ,
denudar,  , t pr ,espir ,
deplorábel,  , a ,deplorable ,
deplorable,  , a ,deplorábel ,
depoñer,  , t ,depor ,
depor,  , t ,depoñer ,pór=poñer
depositaría,  , f ,caixa de depósitos> tesourería> ,
depreciábel,  , a ,depreciable ,
depreciable,  , a ,depreciábel ,
deprender,  , t i ,aprender ,
derm-,  , pref ,derma- dermato- dermo- ,pel
derma,  , m ,derme ,
derma-,  , pref ,derm- dermato- dermo- ,pel
dermato-,  , pref ,derm- derma- dermo- ,pel
derme,  , f ,derma ,
dermo-,  , pref ,derm- derma- dermato- ,pel
derogación,  , f ,derrogación=> ,
derogador, derogadora , a ,derrogador=> ,
derogar,  , t ,derrogar=> ,
derogatorio, derogatoria , a ,derrogatorio=> ,
derrabar,  , pr ,desrabar> ,
derrancar,  , t ,esnogar ,
derreadura,  , f ,derreamento derreeira ,
derreamento,  , m ,derreadura derreeira ,
derrear,  , t pr ,amarrear ,
derreeira,  , f ,derreadura derreamento ,
derregar,  , t pr ,amolloar estremar ,
derriba2,  , f ,derruba ,
derribamento,  , m ,derrubamento ,
derribar,  , t pr ,derrubar ,
derrota1,  , f ,rota1 ,
derruba,  , f ,derriba2 ,
derrubamento,  , m ,derribamento ,
derrubar,  , t pr ,derribar ,
desaconsellábel,  , a ,desaconsellable ,
desaconsellable,  , a ,desaconsellábel ,
desagradábel,  , a ,desagradable ,
desagradabelmente,  , av ,desagradablemente ,
desagradable,  , a ,desagradábel ,
desagradablemente,  , av ,desagradabelmente ,
desagregábel,  , a ,desagregable ,
desagregable,  , a ,desagregábel ,
desamortizábel,  , a ,desamortizable ,
desamortizable,  , a ,desamortizábel ,
desapacible,  , a ,desapracible> ,
desapeallar,  , t ,desapear ,
desapear,  , t ,desapeallar ,
desapoñer,  , t ,desapor ,
desapor,  , t ,desapoñer ,
desapracíbel,  , a ,desapracible ,
desapracible,  , a ,desapracíbel ,
desapromar,  , i pr ,desachumbar> ,
desaproveitábel,  , a ,desaproveitable ,
desaproveitable,  , a ,desaproveitábel ,
desarmábel,  , a ,desarmable ,
desarmable,  , a ,desarmábel ,
desartellar,  , t pr ,desensortellar desortellar ,
desasnar,  , t ,desemburrar ,
desatascar,  , t pr ,desatoar desatuír ,
desatoar,  , t pr ,desatascar desatuír ,
desatollar,  , t ,desatrollar=> ,
desatuír,  , t pr ,desatascar desatoar ,
desavido, desavida , a ,desavindo ,
desavindo, desavinda , a ,desavido ,
desavogoso, desavogosa , a ,desavegoso> ,
"desbarate,a",  , lav ,"desbarate, ao ",
"desbarate,ao",  , lav ,"desbarate, a ",
"desbarato,a",  , lav ,"desbarato, ao ",
"desbarato,ao",  , lav ,"desbarato, a ",
desbullar,  , t ,debullar=> ,
descabezar,  , t ,escabezar ,
descalabro,  , m ,desfeita> ,
descalificación,  , f ,descualificación> ,
descalificador, descalificadora , a ,descualificador> ,
descalificar,  , t ,descualificar> ,
descamiñado, descamiñada , a pt ,desencamiñado ,
descamiñar,  , t pr ,desencamiñar ,
descarrilamento,  , m ,desencarrilamento ,
descarrilar,  , t i ,desencarrilar ,
descartábel,  , a ,descartable ,
descartable,  , a ,descartábel ,
descascar,  , t ,escascar ,
descifrábel,  , a ,descifrable ,
descifrable,  , a ,descifrábel ,
descocadura,  , f ,descrocadura=> ,
descocar,  , t ,descrocar2=> ,
descolorar,  , t i ,descorar ,
descomenencia,  , f ,desconveniencia=> ,
descompoñedura,  , f ,descompostura=> ,
descompoñer,  , t pr ,descompor ,
descompor,  , t pr ,descompoñer ,
descontábel,  , a ,descontable ,
descontable,  , a ,descontábel ,
desconxurar,  , t ,esconxurar> ,
descorar,  , t i ,descolorar ,
descordar,  , t pr ,escordar=> ,
descornar,  , t pr ,escornar> ,
descoscar,  , t ,escoscar ,
descritíbel,  , a ,descritible ,
descritible,  , a ,descritíbel ,
descrocar1,  , t pr ,escrocar ,< croca
descrouchar,  , t ,escouchar escrouchar ,
descubillar,  , t pr ,desacubillar> ,
desculpábel,  , a ,desculpable ,
desculpable,  , a ,desculpábel ,
desde,  , pp ,dende ,
desdeixadamente,  , av ,desleixadamente=> ,
desdeixado, desdeixada , a ,desleixado=> ,
desdeixar,  , pr ,desleixar=> ,
desdeixo,  , m ,desleixo=> ,
desdobrábel,  , a ,desdobrable ,
desdobrable,  , a ,desdobrábel ,
deseguida,  , av ,deseguido ,
deseguido,  , av ,deseguida ,
desembarco,  , m ,desembarque ,
desembarque,  , m ,desembarco ,
desembeleñar,  , t ,desenmarañar ,
desembrullar,  , t ,desenvurullar> ,
desembrullo,  , m ,desenvurullo> ,
desemburrar,  , t ,desasnar ,
deseñábel,  , a ,deseñable ,
deseñable,  , a ,deseñábel ,
desencamiñado, desencamiñada , pt a ,descamiñado ,
desencamiñar,  , t pr ,descamiñar ,
desencarrilamento,  , m ,descarrilamento ,
desencarrilar,  , t i ,descarrilar ,
desengoumar,  , t ,desengruñar desengueimar ,
desengruñar,  , t ,desengoumar desengueimar ,
desengueimar,  , t ,desengoumar desengruñar ,
desenlizar,  , t ,desenrizar ,
desenmarañar,  , t ,desembeleñar ,
desenratar,  , t ,desentrabar ,
desenrizar,  , t ,desenlizar ,
